attachmentId,internalType,currentDisplayName,verifiedExactName,verificationStatus,rule,evidence,provenance,pointCosts,compatibleWeaponCount,conflictingSourceNames,sharedDisplayName,notes
25_fast,mag,25 Fast,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,10 | 25,3,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label."
25_rnd,mag,25 Rnd,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,5 | 20 | 45,6,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label. | Independent Battlefield 6 guides refer to magazines in the form ""30-Rnd Magazine"". The source string omits the ""Magazine"" noun and the hyphen, so it reads as an abbreviated internal label rather than the full in-game name. No replacement name is asserted from a secondary source."
27_rnd,mag,27 Rnd,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,45,1,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label. | Independent Battlefield 6 guides refer to magazines in the form ""30-Rnd Magazine"". The source string omits the ""Magazine"" noun and the hyphen, so it reads as an abbreviated internal label rather than the full in-game name. No replacement name is asserted from a secondary source."
30_fast,mag,30 Fast,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,5 | 10,25,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label."
30_rnd,mag,30 Rnd,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,5 | 40,32,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label. | Independent Battlefield 6 guides refer to magazines in the form ""30-Rnd Magazine"". The source string omits the ""Magazine"" noun and the hyphen, so it reads as an abbreviated internal label rather than the full in-game name. No replacement name is asserted from a secondary source."
35_fast,mag,35 Fast,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,20,1,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label."
35_rnd,mag,35 Rnd,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,15,2,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label. | Independent Battlefield 6 guides refer to magazines in the form ""30-Rnd Magazine"". The source string omits the ""Magazine"" noun and the hyphen, so it reads as an abbreviated internal label rather than the full in-game name. No replacement name is asserted from a secondary source."
36_rnd,mag,36 Rnd,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,5 | 15,21,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label. | Independent Battlefield 6 guides refer to magazines in the form ""30-Rnd Magazine"". The source string omits the ""Magazine"" noun and the hyphen, so it reads as an abbreviated internal label rather than the full in-game name. No replacement name is asserted from a secondary source."
4_fast,mag,4 Fast,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,10,2,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label."
4_rnd,mag,4 Rnd,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,5,2,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label. | Independent Battlefield 6 guides refer to magazines in the form ""30-Rnd Magazine"". The source string omits the ""Magazine"" noun and the hyphen, so it reads as an abbreviated internal label rather than the full in-game name. No replacement name is asserted from a secondary source."
40_fast,mag,40 Fast,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,10 | 30,15,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label."
40_rnd,mag,40 Rnd,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,5 | 25,18,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label. | Independent Battlefield 6 guides refer to magazines in the form ""30-Rnd Magazine"". The source string omits the ""Magazine"" noun and the hyphen, so it reads as an abbreviated internal label rather than the full in-game name. No replacement name is asserted from a secondary source."
41_rnd,mag,41 Rnd,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,25,1,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label. | Independent Battlefield 6 guides refer to magazines in the form ""30-Rnd Magazine"". The source string omits the ""Magazine"" noun and the hyphen, so it reads as an abbreviated internal label rather than the full in-game name. No replacement name is asserted from a secondary source."
42_fast,mag,42 Fast,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,30,1,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label."
42_rnd,mag,42 Rnd,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,25,1,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label. | Independent Battlefield 6 guides refer to magazines in the form ""30-Rnd Magazine"". The source string omits the ""Magazine"" noun and the hyphen, so it reads as an abbreviated internal label rather than the full in-game name. No replacement name is asserted from a secondary source."
45_fast,mag,45 Fast,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,10 | 40,9,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label."
45_rnd,mag,45 Rnd,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,5 | 35,9,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label. | Independent Battlefield 6 guides refer to magazines in the form ""30-Rnd Magazine"". The source string omits the ""Magazine"" noun and the hyphen, so it reads as an abbreviated internal label rather than the full in-game name. No replacement name is asserted from a secondary source."
5_fast,mag,5 Fast,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,10 | 20,2,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label."
5_rnd,mag,5 Rnd,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,5,4,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label. | Independent Battlefield 6 guides refer to magazines in the form ""30-Rnd Magazine"". The source string omits the ""Magazine"" noun and the hyphen, so it reads as an abbreviated internal label rather than the full in-game name. No replacement name is asserted from a secondary source."
50_fast,mag,50 Fast,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,10,1,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label."
50_rnd,mag,50 Rnd,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,5 | 10 | 45,9,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label. | Independent Battlefield 6 guides refer to magazines in the form ""30-Rnd Magazine"". The source string omits the ""Magazine"" noun and the hyphen, so it reads as an abbreviated internal label rather than the full in-game name. No replacement name is asserted from a secondary source."
53_rnd,mag,53 Rnd,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,45,1,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label. | Independent Battlefield 6 guides refer to magazines in the form ""30-Rnd Magazine"". The source string omits the ""Magazine"" noun and the hyphen, so it reads as an abbreviated internal label rather than the full in-game name. No replacement name is asserted from a secondary source."
6_rnd,mag,6 Rnd,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,5,3,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label. | Independent Battlefield 6 guides refer to magazines in the form ""30-Rnd Magazine"". The source string omits the ""Magazine"" noun and the hyphen, so it reads as an abbreviated internal label rather than the full in-game name. No replacement name is asserted from a secondary source."
60_fast,mag,60 Fast,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,10,1,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label."
60_rnd,mag,60 Rnd,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,5 | 20 | 30 | 55,5,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label. | Independent Battlefield 6 guides refer to magazines in the form ""30-Rnd Magazine"". The source string omits the ""Magazine"" noun and the hyphen, so it reads as an abbreviated internal label rather than the full in-game name. No replacement name is asserted from a secondary source."
7_fast,mag,7 Fast,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,20,1,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label."
7_rnd,mag,14 Rnd,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,5 | 15,5,7 Rnd,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label. | Independent Battlefield 6 guides refer to magazines in the form ""30-Rnd Magazine"". The source string omits the ""Magazine"" noun and the hyphen, so it reads as an abbreviated internal label rather than the full in-game name. No replacement name is asserted from a secondary source."
75_rnd,mag,75 Rnd,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,10 | 50,2,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label. | Independent Battlefield 6 guides refer to magazines in the form ""30-Rnd Magazine"". The source string omits the ""Magazine"" noun and the hyphen, so it reads as an abbreviated internal label rather than the full in-game name. No replacement name is asserted from a secondary source."
8_fast,mag,8 Fast,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,10,2,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label."
8_rnd,mag,8 Rnd,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,5 | 25,3,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label. | Independent Battlefield 6 guides refer to magazines in the form ""30-Rnd Magazine"". The source string omits the ""Magazine"" noun and the hyphen, so it reads as an abbreviated internal label rather than the full in-game name. No replacement name is asserted from a secondary source."
95_rnd,mag,95 Rnd,,UNVERIFIED,abbreviated-source-string,single-source,upstream-dataset,25,1,,,"The source string is visibly abbreviated or inconsistently cased relative to the rest of the catalog, so it cannot be certified as the exact in-game label. | Independent Battlefield 6 guides refer to magazines in the form ""30-Rnd Magazine"". The source string omits the ""Magazine"" noun and the hyphen, so it reads as an abbreviated internal label rather than the full in-game name. No replacement name is asserted from a secondary source."
comp_brake,muzzle,Compensated Brake,Compensated Brake,SOURCE_CORROBORATED,verbatim-pinned-source,single-source,upstream-dataset,20,49,,,"No in-game string extraction exists in this repository, so this name is not promoted to GAME_VERIFIED_EXACT."
compensator,muzzle,Compensator,Compensator,SOURCE_CORROBORATED,verbatim-pinned-source,single-source,upstream-dataset,10,44,,,"No in-game string extraction exists in this repository, so this name is not promoted to GAME_VERIFIED_EXACT."
cqb_supp,muzzle,CQB Suppressor,CQB Suppressor,SOURCE_CORROBORATED,verbatim-pinned-source,single-source,upstream-dataset,30,57,,,"No in-game string extraction exists in this repository, so this name is not promoted to GAME_VERIFIED_EXACT."
dp_brake,muzzle,Double-Port Brake,Double-Port Brake,SOURCE_CORROBORATED,verbatim-pinned-source,single-source,upstream-dataset,10,47,,,"No in-game string extraction exists in this repository, so this name is not promoted to GAME_VERIFIED_EXACT."
flash_comp,muzzle,Flash Comp,Flash Comp,SOURCE_CORROBORATED,verbatim-pinned-source,single-source,upstream-dataset,20,40,,,"No in-game string extraction exists in this repository, so this name is not promoted to GAME_VERIFIED_EXACT."
flash_hider,muzzle,Flash Hider,Flash Hider,SOURCE_CORROBORATED,verbatim-pinned-source,single-source,upstream-dataset,10,54,,,"No in-game string extraction exists in this repository, so this name is not promoted to GAME_VERIFIED_EXACT."
light_supp,muzzle,Lightened Suppressor,Lightened Suppressor,SOURCE_CORROBORATED,verbatim-pinned-source,single-source,upstream-dataset,30,51,,,"No in-game string extraction exists in this repository, so this name is not promoted to GAME_VERIFIED_EXACT."
linear_comp,muzzle,Linear Comp,Linear Comp,SOURCE_CORROBORATED,verbatim-pinned-source,single-source,upstream-dataset,10,45,,,"No in-game string extraction exists in this repository, so this name is not promoted to GAME_VERIFIED_EXACT."
long_supp,muzzle,Long Suppressor,Long Suppressor,SOURCE_CORROBORATED,verbatim-pinned-source,single-source,upstream-dataset,25,47,,,"No in-game string extraction exists in this repository, so this name is not promoted to GAME_VERIFIED_EXACT."
none,muzzle,None,,INTERNAL_PLACEHOLDER,empty-slot-state,single-source,upstream-dataset,0,2,,true,"UI empty-slot state, not a Battlefield 6 attachment."
slant_brake,muzzle,Slant Brake,Slant Brake,SOURCE_CORROBORATED,verbatim-pinned-source,single-source,upstream-dataset,5,2,,,"No in-game string extraction exists in this repository, so this name is not promoted to GAME_VERIFIED_EXACT."
sp_brake,muzzle,Single-Port Brake,Single-Port Brake,SOURCE_CORROBORATED,verbatim-pinned-source,single-source,upstream-dataset,5,39,,,"No in-game string extraction exists in this repository, so this name is not promoted to GAME_VERIFIED_EXACT."
std_supp,muzzle,Standard Suppressor,Standard Suppressor,SOURCE_CORROBORATED,verbatim-pinned-source,single-source,upstream-dataset,20,53,,,"No in-game string extraction exists in this repository, so this name is not promoted to GAME_VERIFIED_EXACT."
thread_prot,muzzle,Thread Protector,Thread Protector,SOURCE_CORROBORATED,verbatim-pinned-source,single-source,upstream-dataset,5,1,,,"No in-game string extraction exists in this repository, so this name is not promoted to GAME_VERIFIED_EXACT."
tp_brake,muzzle,Triple-Port Brake,Triple-Port Brake,SOURCE_CORROBORATED,verbatim-pinned-source,single-source,upstream-dataset,10,3,,,"No in-game string extraction exists in this repository, so this name is not promoted to GAME_VERIFIED_EXACT."
iron,sight,Iron Sights,,INTERNAL_PLACEHOLDER,documented-optic-tier,single-source,upstream-dataset,5,7,,,"Sight entries are coarse optic tiers, not exact BF6 sight names. README.md records that the current feed supplies tiers and Pick costs rather than magnification/FOV/reticle data, and the optimizer scores them with an explicit tier-range-fit policy."
std_optic,sight,Standard Optic,,INTERNAL_PLACEHOLDER,documented-optic-tier,single-source,upstream-dataset,10,7,,,"Sight entries are coarse optic tiers, not exact BF6 sight names. README.md records that the current feed supplies tiers and Pick costs rather than magnification/FOV/reticle data, and the optimizer scores them with an explicit tier-range-fit policy."
therm_hyb,sight,Thermal Hybrid,,INTERNAL_PLACEHOLDER,documented-optic-tier,single-source,upstream-dataset,35,0,,,"Sight entries are coarse optic tiers, not exact BF6 sight names. README.md records that the current feed supplies tiers and Pick costs rather than magnification/FOV/reticle data, and the optimizer scores them with an explicit tier-range-fit policy."
thermal,sight,Thermal,,INTERNAL_PLACEHOLDER,documented-optic-tier,single-source,upstream-dataset,25,0,,,"Sight entries are coarse optic tiers, not exact BF6 sight names. README.md records that the current feed supplies tiers and Pick costs rather than magnification/FOV/reticle data, and the optimizer scores them with an explicit tier-range-fit policy."
var_high,sight,Variable High,,INTERNAL_PLACEHOLDER,documented-optic-tier,single-source,upstream-dataset,25,0,,,"Sight entries are coarse optic tiers, not exact BF6 sight names. README.md records that the current feed supplies tiers and Pick costs rather than magnification/FOV/reticle data, and the optimizer scores them with an explicit tier-range-fit policy."
var_low,sight,Variable Low,,INTERNAL_PLACEHOLDER,documented-optic-tier,single-source,upstream-dataset,20,0,,,"Sight entries are coarse optic tiers, not exact BF6 sight names. README.md records that the current feed supplies tiers and Pick costs rather than magnification/FOV/reticle data, and the optimizer scores them with an explicit tier-range-fit policy."
