weaponId,weapon,cls,field,value,status,confidence,sourceType,source,reDerivedBy,snapshotVersion,stale,lastVerified,affects,why
"qbz192","QBZ-192","Carbine","adsTime",200,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner","ranking tie-break only"
"qbz192","QBZ-192","Carbine","fireMode","auto","HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|redsecArmour","selects burst/auto cadence, and gates the REDSEC close-range armour rule which applies only to auto"
"qbz192","QBZ-192","Carbine","ammoProfile","6 options, default standard","HIGH_CONFIDENCE","snapshot; point costs pinned, per-ammo damage transforms not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|attachmentWinner","ammo can change per-shot damage and velocity, so it changes the winning build"
"sg553r","SG 553R","Carbine","dmg","9 tiers, 35.22 max","VERIFIED","verified","pinned game-file snapshot","Sym.gg 1.3.3.0 game-file curve (retrieved 2026-07-25); stepped tiers, provisional pending in-game confirmation","Carbine class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|weaponWinner|attachmentWinner","damage at distance sets BTK directly, and BTK drives TTK, ranking and which ammo/barrel wins"
"sg553r","SG 553R","Carbine","rpm",719.999,"VERIFIED","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","Carbine class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner","shot interval is (btk-1)*60000/rpm; BTK itself is unaffected"
"sg553r","SG 553R","Carbine","bulletVel",483,"VERIFIED","verified-exact","verified ballistics list","data/ballistics.json verified list","ballistic TTK audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|attachmentWinner","projectile flight time is added to trigger-to-kill, and barrel/ammo velocity modifiers are scored against it"
"sg553r","SG 553R","Carbine","mag",31,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","initial trigger-to-kill never spans a reload; magazine size does not enter BTK or TTK"
"sg553r","SG 553R","Carbine","tacRld",2.5,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"sg553r","SG 553R","Carbine","emptyRld",2.926,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"sg553r","SG 553R","Carbine","recoilV",0.826647274688653,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index, which is 45% of the BALANCED ranking"
"sg553r","SG 553R","Carbine","recoilVar",35.8,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"sg553r","SG 553R","Carbine","spreadMax",6,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"sg553r","SG 553R","Carbine","adsTime",205,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner","ranking tie-break only"
"sg553r","SG 553R","Carbine","fireMode","auto","HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|redsecArmour","selects burst/auto cadence, and gates the REDSEC close-range armour rule which applies only to auto"
"sg553r","SG 553R","Carbine","ammoProfile","7 options, default standard","HIGH_CONFIDENCE","snapshot; point costs pinned, per-ammo damage transforms not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|attachmentWinner","ammo can change per-shot damage and velocity, so it changes the winning build"
"sor300sc","SOR-300SC","Carbine","dmg","9 tiers, 35.22 max","VERIFIED","verified","pinned game-file snapshot","Sym.gg 1.3.3.0 game-file curve (retrieved 2026-07-25); stepped tiers, provisional pending in-game confirmation","Carbine class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|weaponWinner|attachmentWinner","damage at distance sets BTK directly, and BTK drives TTK, ranking and which ammo/barrel wins"
"sor300sc","SOR-300SC","Carbine","rpm",599.999,"VERIFIED","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","Carbine class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner","shot interval is (btk-1)*60000/rpm; BTK itself is unaffected"
"sor300sc","SOR-300SC","Carbine","bulletVel",528,"VERIFIED","verified-exact","verified ballistics list","data/ballistics.json verified list","ballistic TTK audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|attachmentWinner","projectile flight time is added to trigger-to-kill, and barrel/ammo velocity modifiers are scored against it"
"sor300sc","SOR-300SC","Carbine","mag",31,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","initial trigger-to-kill never spans a reload; magazine size does not enter BTK or TTK"
"sor300sc","SOR-300SC","Carbine","tacRld",2.25,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"sor300sc","SOR-300SC","Carbine","emptyRld",3.284,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"sor300sc","SOR-300SC","Carbine","recoilV",0.7416865095483536,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index, which is 45% of the BALANCED ranking"
"sor300sc","SOR-300SC","Carbine","recoilVar",15.8,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"sor300sc","SOR-300SC","Carbine","spreadMax",6,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"sor300sc","SOR-300SC","Carbine","adsTime",195,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner","ranking tie-break only"
"sor300sc","SOR-300SC","Carbine","fireMode","auto","HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|redsecArmour","selects burst/auto cadence, and gates the REDSEC close-range armour rule which applies only to auto"
"sor300sc","SOR-300SC","Carbine","ammoProfile","7 options, default standard","HIGH_CONFIDENCE","snapshot; point costs pinned, per-ammo damage transforms not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|attachmentWinner","ammo can change per-shot damage and velocity, so it changes the winning build"
"sgx","SGX","SMG","dmg","9 tiers, 26.05 max","VERIFIED","verified","pinned game-file snapshot","Sym.gg 1.3.3.0 game-file curve (retrieved 2026-07-25); stepped tiers, provisional pending in-game confirmation","SMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|weaponWinner|attachmentWinner","damage at distance sets BTK directly, and BTK drives TTK, ranking and which ammo/barrel wins"
"sgx","SGX","SMG","rpm",830.769,"VERIFIED","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","SMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner","shot interval is (btk-1)*60000/rpm; BTK itself is unaffected"
"sgx","SGX","SMG","bulletVel",378,"VERIFIED","verified-exact","verified ballistics list","data/ballistics.json verified list","ballistic TTK audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|attachmentWinner","projectile flight time is added to trigger-to-kill, and barrel/ammo velocity modifiers are scored against it"
"sgx","SGX","SMG","mag",31,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","initial trigger-to-kill never spans a reload; magazine size does not enter BTK or TTK"
"sgx","SGX","SMG","tacRld",2.517,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"sgx","SGX","SMG","emptyRld",2.917,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"sgx","SGX","SMG","recoilV",0.6011482210263789,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index, which is 45% of the BALANCED ranking"
"sgx","SGX","SMG","recoilVar",31.7,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"sgx","SGX","SMG","spreadMax",6,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"sgx","SGX","SMG","adsTime",175,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner","ranking tie-break only"
"sgx","SGX","SMG","fireMode","auto","HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|redsecArmour","selects burst/auto cadence, and gates the REDSEC close-range armour rule which applies only to auto"
"sgx","SGX","SMG","ammoProfile","6 options, default standard","HIGH_CONFIDENCE","snapshot; point costs pinned, per-ammo damage transforms not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|attachmentWinner","ammo can change per-shot damage and velocity, so it changes the winning build"
"pw5a3","PW5A3","SMG","dmg","9 tiers, 26.05 max","VERIFIED","verified","pinned game-file snapshot","Sym.gg 1.3.3.0 game-file curve (retrieved 2026-07-25); stepped tiers, provisional pending in-game confirmation","SMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|weaponWinner|attachmentWinner","damage at distance sets BTK directly, and BTK drives TTK, ranking and which ammo/barrel wins"
"pw5a3","PW5A3","SMG","rpm",771.428,"VERIFIED","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","SMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner","shot interval is (btk-1)*60000/rpm; BTK itself is unaffected"
"pw5a3","PW5A3","SMG","bulletVel",408,"VERIFIED","verified-exact","verified ballistics list","data/ballistics.json verified list","ballistic TTK audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|attachmentWinner","projectile flight time is added to trigger-to-kill, and barrel/ammo velocity modifiers are scored against it"
"pw5a3","PW5A3","SMG","mag",31,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","initial trigger-to-kill never spans a reload; magazine size does not enter BTK or TTK"
"pw5a3","PW5A3","SMG","tacRld",2.517,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"pw5a3","PW5A3","SMG","emptyRld",2.9,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"pw5a3","PW5A3","SMG","recoilV",0.5635141243555819,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index, which is 45% of the BALANCED ranking"
"pw5a3","PW5A3","SMG","recoilVar",28.3,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"pw5a3","PW5A3","SMG","spreadMax",6,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"pw5a3","PW5A3","SMG","adsTime",175,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner","ranking tie-break only"
"pw5a3","PW5A3","SMG","fireMode","auto","HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|redsecArmour","selects burst/auto cadence, and gates the REDSEC close-range armour rule which applies only to auto"
"pw5a3","PW5A3","SMG","ammoProfile","7 options, default standard","HIGH_CONFIDENCE","snapshot; point costs pinned, per-ammo damage transforms not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|attachmentWinner","ammo can change per-shot damage and velocity, so it changes the winning build"
"pw7a2","PW7A2","SMG","dmg","5 tiers, 17.13 max","VERIFIED","verified","pinned game-file snapshot","Sym.gg 1.3.3.0 game-file curve (retrieved 2026-07-25); stepped tiers, provisional pending in-game confirmation","SMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|weaponWinner|attachmentWinner","damage at distance sets BTK directly, and BTK drives TTK, ranking and which ammo/barrel wins"
"pw7a2","PW7A2","SMG","rpm",947.368,"VERIFIED","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","SMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner","shot interval is (btk-1)*60000/rpm; BTK itself is unaffected"
"pw7a2","PW7A2","SMG","bulletVel",576,"VERIFIED","verified-exact","verified ballistics list","data/ballistics.json verified list","ballistic TTK audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|attachmentWinner","projectile flight time is added to trigger-to-kill, and barrel/ammo velocity modifiers are scored against it"
"pw7a2","PW7A2","SMG","mag",31,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","initial trigger-to-kill never spans a reload; magazine size does not enter BTK or TTK"
"pw7a2","PW7A2","SMG","tacRld",2.184,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"pw7a2","PW7A2","SMG","emptyRld",3.086,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"pw7a2","PW7A2","SMG","recoilV",0.5091176296296296,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index, which is 45% of the BALANCED ranking"
"pw7a2","PW7A2","SMG","recoilVar",27.8,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"pw7a2","PW7A2","SMG","spreadMax",6,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"pw7a2","PW7A2","SMG","adsTime",165,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner","ranking tie-break only"
"pw7a2","PW7A2","SMG","fireMode","auto","HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|redsecArmour","selects burst/auto cadence, and gates the REDSEC close-range armour rule which applies only to auto"
"pw7a2","PW7A2","SMG","ammoProfile","6 options, default standard","HIGH_CONFIDENCE","snapshot; point costs pinned, per-ammo damage transforms not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|attachmentWinner","ammo can change per-shot damage and velocity, so it changes the winning build"
"umg40","UMG-40","SMG","dmg","9 tiers, 26.05 max","VERIFIED","verified","pinned game-file snapshot","Sym.gg 1.3.3.0 game-file curve (retrieved 2026-07-25); stepped tiers, provisional pending in-game confirmation","SMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|weaponWinner|attachmentWinner","damage at distance sets BTK directly, and BTK drives TTK, ranking and which ammo/barrel wins"
"umg40","UMG-40","SMG","rpm",635.294,"VERIFIED","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","SMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner","shot interval is (btk-1)*60000/rpm; BTK itself is unaffected"
"umg40","UMG-40","SMG","bulletVel",467,"VERIFIED","verified-exact","verified ballistics list","data/ballistics.json verified list","ballistic TTK audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|attachmentWinner","projectile flight time is added to trigger-to-kill, and barrel/ammo velocity modifiers are scored against it"
"umg40","UMG-40","SMG","mag",31,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","initial trigger-to-kill never spans a reload; magazine size does not enter BTK or TTK"
"umg40","UMG-40","SMG","tacRld",2.517,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"umg40","UMG-40","SMG","emptyRld",2.917,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"umg40","UMG-40","SMG","recoilV",0.6022807459596908,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index, which is 45% of the BALANCED ranking"
"umg40","UMG-40","SMG","recoilVar",13,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"umg40","UMG-40","SMG","spreadMax",6,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"umg40","UMG-40","SMG","adsTime",175,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner","ranking tie-break only"
"umg40","UMG-40","SMG","fireMode","auto","HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|redsecArmour","selects burst/auto cadence, and gates the REDSEC close-range armour rule which applies only to auto"
"umg40","UMG-40","SMG","ammoProfile","7 options, default standard","HIGH_CONFIDENCE","snapshot; point costs pinned, per-ammo damage transforms not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|attachmentWinner","ammo can change per-shot damage and velocity, so it changes the winning build"
"usg90","USG-90","SMG","dmg","9 tiers, 20.67 max","VERIFIED","verified","pinned game-file snapshot","Sym.gg 1.3.3.0 game-file curve (retrieved 2026-07-25); stepped tiers, provisional pending in-game confirmation","SMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|weaponWinner|attachmentWinner","damage at distance sets BTK directly, and BTK drives TTK, ranking and which ammo/barrel wins"
"usg90","USG-90","SMG","rpm",899.999,"VERIFIED","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","SMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner","shot interval is (btk-1)*60000/rpm; BTK itself is unaffected"
"usg90","USG-90","SMG","bulletVel",543,"VERIFIED","verified-exact","verified ballistics list","data/ballistics.json verified list","ballistic TTK audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|attachmentWinner","projectile flight time is added to trigger-to-kill, and barrel/ammo velocity modifiers are scored against it"
"usg90","USG-90","SMG","mag",51,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","initial trigger-to-kill never spans a reload; magazine size does not enter BTK or TTK"
"usg90","USG-90","SMG","tacRld",3,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"usg90","USG-90","SMG","emptyRld",3.314,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"usg90","USG-90","SMG","recoilV",0.5471688016080739,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index, which is 45% of the BALANCED ranking"
"usg90","USG-90","SMG","recoilVar",35.5,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"usg90","USG-90","SMG","spreadMax",6,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"usg90","USG-90","SMG","adsTime",185,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner","ranking tie-break only"
"usg90","USG-90","SMG","fireMode","auto","HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|redsecArmour","selects burst/auto cadence, and gates the REDSEC close-range armour rule which applies only to auto"
"usg90","USG-90","SMG","ammoProfile","7 options, default standard","HIGH_CONFIDENCE","snapshot; point costs pinned, per-ammo damage transforms not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|attachmentWinner","ammo can change per-shot damage and velocity, so it changes the winning build"
"kv9","KV9","SMG","dmg","9 tiers, 26.05 max","VERIFIED","verified","pinned game-file snapshot","Sym.gg 1.3.3.0 game-file curve (retrieved 2026-07-25); stepped tiers, provisional pending in-game confirmation","SMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|weaponWinner|attachmentWinner","damage at distance sets BTK directly, and BTK drives TTK, ranking and which ammo/barrel wins"
"kv9","KV9","SMG","rpm",1079.999,"VERIFIED","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","SMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner","shot interval is (btk-1)*60000/rpm; BTK itself is unaffected"
"kv9","KV9","SMG","bulletVel",362,"VERIFIED","verified-exact","verified ballistics list","data/ballistics.json verified list","ballistic TTK audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|attachmentWinner","projectile flight time is added to trigger-to-kill, and barrel/ammo velocity modifiers are scored against it"
"kv9","KV9","SMG","mag",18,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","initial trigger-to-kill never spans a reload; magazine size does not enter BTK or TTK"
"kv9","KV9","SMG","tacRld",2.384,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"kv9","KV9","SMG","emptyRld",2.9,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
